udise_code,status,school_name,state,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,lgd_block,lgd_village,lgd_ward,urban_local_body,address,pin_code,email,know_more_url,schooldetail_id,last_modified_time,total_results_hint
******91045 Operational,,(04140) SRI CHAITANYA JR. COLLEGE ELURU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Eluru (M) - Ward No.21,Eluru-Municipal Corporations,NR PET ELURU,534006,elurusrichaitanya[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671879/12,4671879,17/07/2025 14:03,2835
******91046 Operational,,(04147) SIR CRR COLLEGE ELURU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,35-Pvt.Aided,11 To 12,3-Co-educational,2-Urban,NA,,Eluru (M) - Ward No.21,Eluru-Municipal Corporations,MAIN RD OPP TTD KALYANA MANDAPAM,534007,di0523wg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671880/12,4671880,28/12/2025 19:27,2835
******91047 Operational,,(04148) SIR CRR COLLEGE(G) ELURU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,2-Girls,2-Urban,NA,,Eluru (M) - Ward No.21,Eluru-Municipal Corporations,sriconvension center sir c r r junior college for women eluru,534007,di0523wg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671881/12,4671881,28/12/2025 19:23,2835
******91048 Operational,,(04149) SRI CHAITANYA JR. COLLEGE ELURU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Eluru (M) - Ward No.26,Eluru-Municipal Corporations,NR PET MARGADARSI ROAD ELURU,534006,elurusrichaitanaya[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671882/12,4671882,28/12/2025 19:21,2835
******00327 Operational,,(04218) SRI VENKATESWARA JR. COLLEGE BHIMADOLU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Bhimadole,Bhimadole,,,SVJR COLLEGE fire station road near MRO Office BHIMADOLE 534425 W G DT AP,534425,svjc04218[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671413/12,4671413,15/10/2020 12:18,2835
******00106 Operational,,(04223) BHAVANI VOC JR. COLLEGE BAYYANAGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Bhimadole,Polasanipalle,,,POLASANIPALLI BHIMADOLE,534425,bpedapatiyya[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671394/12,4671394,20/12/2024 12:27,2835
******00441 Operational,,(04228) APOLLO JR. COLLEGE KOYYALAGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koyyalagudem,Parimpudi,,,KOYYALAGUDEM VILLAGE,534312,apolloenglishapollo[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4718870/12,4718870,22/12/2025 12:43,2835
******00442 Closed,Closed,(04229) SPOORTHY JR. COLLEGE KOYYALAGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koyyalagudem,Parimpudi,,,near subrahmanyesaraswamy temple koyyalagudem westgodavari-534312,534312,spurthijrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670060/12,4670060,10/05/2022 18:31,2835
******00102 Operational,,(04230) VSN JR. COLLEGE KOYYALAGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koyyalagudem,Parimpudi,,,KOYYALAGUDEM VILLAGE,534312,vsnswamy005[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670032/12,4670032,22/12/2025 12:25,2835
******00103 Operational,,(04231) GOVT JR. COLLEGE KOYYALAGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Koyyalagudem,Parimpudi,,,"GOVERNMENT JUNIOR COLLEGE, KOYYALAGUDEM, ELURU DISTRICT",534312,gjckygm[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670033/12,4670033,22/12/2025 12:25,2835
******00443 Permanently Closed,,(04237) GRAPES JR. COLLEGE PONGUTUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koyyalagudem,Ponguturu,,,NA,534312,,https://kys.udiseplus.gov.in/#/schooldetail/4715093/12,4715093,15/10/2020 12:18,2835
******02859 Operational,,(04248) GOVT JR. COLLEGE CHINTALAPUDI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,dummy_ward,Chinthalapudi,MAIN ROAD CHINTALAPUDI MANDAL,534460,gjcctp6[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670415/12,4670415,16/02/2026 14:36,2835
******02860 Operational,,(04249) CHAITANYA BHARATHI JR. COLLEGE CHINTALAPUDI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,dummy_ward,Chinthalapudi,"CHAITANYA BHARATHI Jr COLLEGE, CHINTALAPUDI MANDAL",534460,meo0509wg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670416/12,4670416,16/02/2026 14:37,2835
******02862 Closed,Closed,(04250) SADHANA JR. COLLEGE CHINTALAPUDI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,dummy_ward,Chinthalapudi,SADHANA JR COLLEGE FIRE STATION CENTRE CHINTALAPUDI,534460,sadhana04250[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670417/12,4670417,27/09/2024 15:02,2835
******00103 Operational,,(04254) VIJETHA JR. COLLEGE CHINTALAPUDI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,dummy_ward,Chinthalapudi,FIRE STATION CENTRE CHINTHALAPUDI VILLAEGE CHINTHALAPDI MANDAL WESTGODAVARI DIST,534460,meo0509wg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670309/12,4670309,23/12/2025 10:26,2835
******01132 Operational,,(04261) SRI VENKATES. JR. COLLEGE KAMAVARAPUKOTA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Kamavarapukota,Kamavarapukota,,,KAMAVARAPUKOTA ELURU DIST,534449,svjckkota[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670593/12,4670593,22/12/2025 12:19,2835
******01487 Operational,,(04262) GOVT JR. COLLEGE JANGAREDDY GUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 18,Jangareddygudem-Municipality,srinivasapuram Road Jangareddygudem,534447,sdsgjcjrg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670187/12,4670187,15/10/2020 12:18,2835
******01488 Operational,,(04264) TRIVENI JR. COLLEGE JANGAREDDY GUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 18,Jangareddygudem-Municipality,triveni nagar jangareddygudem,534447,trivenicollege1998[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670188/12,4670188,15/10/2020 12:18,2835
******01489 Operational,,(04265) SURYA JR. COLLEGE JANGAREDDY GUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 20,Jangareddygudem-Municipality,jangareddygudem MDL 534447,534447,suryainistutions[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670189/12,4670189,16/02/2026 14:32,2835
******00102 Closed,Closed,(04266) VIKAS JR. COLLEGE JANGAREDDY GUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 11,Jangareddygudem-Municipality,BACK SIDE OF LAKSHMI THEATRE JANGAREDDYGUDEM,534447,vikasjrg1452[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4718873/12,4718873,18/09/2025 12:09,2835
******02539 Operational,,(04267) GOVT JR. COLLEGE BUTTAY GUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Buttayagudem,Buttayagudem,,,KOMMUGUDEM ROAD NEAR ZPHS SCHOOL BUTTAIGUDEM,534448,gic.04267[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4669809/12,4669809,15/10/2020 12:18,2835
******01490 Operational,,(04268) SRI RAMACHANDRA JR. COLLEGE J.R.GUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 19,Jangareddygudem-Municipality,OPP ZP GIRLS HIGH SCHOOL RAJULA COLONY,534447,sriramachandrajrc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670190/12,4670190,05/08/2025 13:02,2835
******01491 Operational,,(04269) GAYATRI VOC JR. COLLEGE JANGAREDDIGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 13,Jangareddygudem-Municipality,16-1-25 KODALI STREET ASWARAOPET ROAD JANGAREDDYGUDEM 534447,534447,gayatrivocjrg2024[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670191/12,4670191,24/06/2021 19:12,2835
******02402 Operational,,(04270) VIVEKANANDA VOC JR. COLLEGE JANGAREDDYGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 17,Jangareddygudem-Municipality,"JANGAREDDIGUDEM MANDAL, ELURU DISTRICT",534447,rprajujrg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670226/12,4670226,16/02/2026 14:34,2835
******02404 Operational,,(04272) SRI CHAITANYA JR. COLLEGE JANGAREDDYGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 10,Jangareddygudem-Municipality,012-279/1 ELUR ROAD JANGAREDDYGUDEM,534447,Knrchemistry[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670227/12,4670227,15/10/2020 12:18,2835
******02405 Operational,,(04273) SABARI VOC JR. COLLEGE JANGAREDDYGUDEM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Jangareddigudem Ward No 10,Jangareddygudem-Municipality,"SABARI VOCATIONAL Jr COLLEGE, JANGAREDDYGUDEM, WEST GODAVARI DIST, AP.",534447,sabaricollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4715100/12,4715100,04/08/2022 21:25,2835
******01518 Operational,,(04276) GOVERNMENT JUNIOR COLLEGE KUKKUNURU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Kukkunur,Kukunoor,,,NEAR POWER SUB STATION COLLEGE ROAD KISTARAM,534444,kukunuru.gjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4674145/12,4674145,26/09/2024 19:31,2835
******00420 Operational,,(04279) GOVT JR. COLLEGE NARAYANAPURAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Unguturu,Chebrolu,,,Touringpeta Narayanapuram,534406,mggjc[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671327/12,4671327,23/12/2025 12:13,2835
******02101 Operational,,(04280) GEETHANJALI JR. COLLEGE NARAYANAPURAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Unguturu,Chebrolu,,,GEETANJALI JR COLLEGE NARAYANAPURAM OPP SBI,534406,geetanjalicollegejr[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671389/12,4671389,16/02/2026 14:38,2835
******01330 Operational,,(04393) KRUSHI VIGNAN JR. COLLEGE JANAMPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Pedavegi,Jagannadhapuram,,,KRUSHI VIGNAN JR COLLEGE,534475,kvjcjanampet[at]yahoo[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4671520/12,4671520,16/02/2026 14:39,2835
******00922 Operational,,(04414) GOVT JR. COLLEGE PEDAPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Pedapadu,Pedapadu I,,,NEAR ZPHS PEDAPADU COMPOUND PEDAPADU MANDAL,534437,meo0522wg1[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671601/12,4671601,22/07/2022 12:53,2835
******00406 Operational,,(04437) GOVT JR. COLLEGE JEELUGUMILLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Jeelugumilli,Jeelugu Milli,,,KAMAYYAPALEM ROAD JEELUGUMILLI,534456,gjcjlm437[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4669671/12,4669671,24/06/2021 18:30,2835
******01531 Permanently Closed,,(04447) ECCLESIA VOC JR. COLLEGE POLAVARAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Polavaram,Polavaram,,,NA,534315,,https://kys.udiseplus.gov.in/#/schooldetail/4669883/12,4669883,15/10/2020 12:18,2835
******00102 Operational,,(04448) GOVT JR. COLLEGE POLAVARAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Polavaram,Polavaram,,,GOVT HOSPITAL ROAD POLAVARAM,534315,gjc.polavaram69[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4669849/12,4669849,22/12/2025 14:53,2835
******01226 Permanently Closed,,(25089) SRI TATINENI GOPAIAH TRIVENI (VOC)JUNIOR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.14,Nuzvid-Municipality,NA,521201,,https://kys.udiseplus.gov.in/#/schooldetail/4715528/12,4715528,15/10/2020 12:18,2835
******01227 Permanently Closed,,(25102) SMT VIMALA SARATHI JUNIOR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.21,Nuzvid-Municipality,NA,521201,,https://kys.udiseplus.gov.in/#/schooldetail/4715529/12,4715529,15/10/2020 12:18,2835
******01228 Operational,,(25103) SRI VAGDEVI JR. COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.14,Nuzvid-Municipality,neardattaasram nuzvid,521201,srivagdevijrcollege36[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4676522/12,4676522,25/06/2021 17:11,2835
******01229 Permanently Closed,,(25108) VISWA GEETHANJALI JR COLLEGE (INCENTIVE),,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.8,Nuzvid-Municipality,NA,521207,,https://kys.udiseplus.gov.in/#/schooldetail/4715530/12,4715530,15/10/2020 12:18,2835
******01230 Operational,,(25109) ST JOSEPHS VOC JR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.12,Nuzvid-Municipality,18-272 Bapunagar road Nuzvid,521201,viswanadhapalliemmanuel[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4676523/12,4676523,26/06/2021 17:41,2835
******01231 Closed,Closed,(25111) SRI BABU SIDDARTHA VOC. JR. COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.22,Nuzvid-Municipality,NUZVID NUZVID,521201,,https://kys.udiseplus.gov.in/#/schooldetail/4676524/12,4676524,26/06/2021 17:42,2835
******01818 Operational,,(25420) S.G.V.GOVT.JR.COLLEGE MUDINEPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Mudinepalle,Mudinepalle,,,GURAJA ROAD MUDINEPALLI,521325,mudinepalligjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678470/12,4678470,10/05/2022 15:47,2835
******01817 Operational,,(25423) V.R JR. COLLEGE D.NO.4-103 MUDINEPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Mudinepalle,Mudinepalle,,,4-103 mudinepalli,521325,vrjuniorcollege.in[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678469/12,4678469,15/10/2020 12:18,2835
******01225 Permanently Closed,,(5109) SREE VIDYA ARTS SCIENCE JR. COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nuzvid (M) - Ward No.14,Nuzvid-Municipality,NA,521201,,https://kys.udiseplus.gov.in/#/schooldetail/4715527/12,4715527,15/10/2020 12:18,2835
******01812 Operational,,AADARSA VIDYANIKETHAN HIGH SCHOOL,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,1-Rural,Chintalapudi,Raghavapuram,,,"RAGHAVAPURAM, CHINTALAPUDI MANDAL",534460,adarshavidya.rpm[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4669896/12,4669896,23/12/2025 10:41,2835
******00905 Operational,,AADRIKA VOCATIONAL JUNIOR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koyyalagudem,Parimpudi,,,"D.no. 7-194 Opp Prakasam degree college, Parimpudi, Koyyalagudem",534312,aadrikavocationalcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4721355/12,4721355,22/12/2025 12:26,2835
******90995 Operational,,ABHYUDAYA VIDYANIKETHAN,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Eluru (M) - Ward No.5,Eluru-Municipal Corporations,ELURU-1 WEST GODAVARI 534001,534001,di0523wg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671855/12,4671855,28/12/2025 20:14,2835
******90245 Operational,,ABM PS 36TH DIV ELURU,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,2-Urban,NA,,Eluru Ward No 36,Eluru-Municipal Corporations,8 TH WARD 36 DIVISION ELURU ELURU ELURU (MANDAL) WEST GODAVARI (DIST),534002,di0523wg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671778/12,4671778,15/10/2020 12:18,2835
******02845 Operational,,ADARSA EM HIGH SCHOOL CHINTALAPUDI,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,dummy_ward,Chinthalapudi,BEHIND POLICE STATION CHINTALPAUDI,534460,adarsactp[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670403/12,4670403,23/12/2025 11:19,2835
******02864 Permanently Closed,,ADARSHA JR. COLLEGE RAGHAVAPURAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Chintalapudi,Raghavapuram,,,NA,534460,,https://kys.udiseplus.gov.in/#/schooldetail/4715108/12,4715108,15/10/2020 12:18,2835
******01809 Operational,,ADARSHA PRIMARY SCHOOL (EM),,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,1-Rural,Chintalapudi,Raghavapuram,,,"RAGHAVAPURAM, CHINTALAPUDI MANDAL",534460,adarshavidya.rpm[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670358/12,4670358,23/12/2025 10:41,2835
******02855 Closed,Closed,ADARSHA PRIMARY SCHOOL (TM EM),,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,dummy_ward,Chinthalapudi,BESIDE POLICE STATION CHINTALAPUDI,534460,adarsactp[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670412/12,4670412,16/09/2025 17:12,2835
******02008 Operational,,ADITYA EDUCATIONAL SOCIETY,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,42-Pvt.Unaided (Deaf and Dumb),1 To 10,3-Co-educational,1-Rural,Pedapadu,Epuru,,,Near Ele sub station Epuru Pedapadu Mandal WG,534437,meo0522wg1[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4671635/12,4671635,22/07/2022 13:10,2835
******01125 Operational,,ADITYA HIGH SCHOOL KAMAVARAPUKOTA,,,,Andhra Pradesh,7-Upper Pr. and Secondary,38-Pvt.Unaided,6 To 10,3-Co-educational,1-Rural,Kamavarapukota,Kamavarapukota,,,BESIDE REGISTRAR OFFICE KAMAVARAPUKOTA,534449,adityaschool999[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4670588/12,4670588,12/07/2024 15:31,2835
******00209 Closed,Closed,ADITYA JR COLLEGE ELURU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Pedapadu,Vatluru,,,VATLURU VILLAGE,534007,ajcelr[at]aditya[dot]ac[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4718909/12,4718909,10/05/2022 17:32,2835
