udise_code,status,school_name,state,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,lgd_block,lgd_village,lgd_ward,urban_local_body,address,pin_code,email,know_more_url,schooldetail_id,last_modified_time,total_results_hint
******91512 Operational,,(10103) THE NANDYAL JUNIOR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Nandyal,Kothapalli,,,"THE NANDYAL JUNIOR COLLEGE ,KOTHAPALLI,NANDYAL",518501,meo.nandyal34[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700657/12,4700657,13/12/2023 10:37,2367
******00644 Operational,,(10104) NARAYANA JUNIOR COLLEGE NANDYAL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandyal (M) - Ward No.25,Nandyal-Municipality,"R P COMPLEX , N K ROAD",518501,njcndl[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700421/12,4700421,15/12/2023 08:45,2367
******91475 Operational,,(10105) NAGARJUNA JR.COLLEGE NANDYAL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandyal (M) - Ward No.14,Nandyal-Municipality,H NO 25/684-239 PADMAVATHI NAGAR NANDYAL KURNOOL DISTRIC AP-518501,518502,nagarjunajuniorcollege123[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700632/12,4700632,18/11/2024 11:44,2367
******91477 Operational,,(10107) NATIONAL JR.COLLEGE NANDYAL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandyal (M) - Ward No.25,Nandyal-Municipality,Sreenivasa Nagar Nandyal,518501,nationaljrcollegenandyal[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700633/12,4700633,18/11/2024 11:12,2367
******91478 Operational,,(10108) ST.Josephs Jr.College for girls Nandyala,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,2-Girls,2-Urban,NA,,Nandyal Ward No. 35,Nandyal-Municipality,DANIELPURAM NANDYAL MUNCIPALITY,518501,Stjosephsjuniorcollege393[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4717463/12,4717463,15/10/2024 12:35,2367
******91479 Operational,,(10109) Bhuvana Vijayamma Jr.College Nandyala,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandyal (M) - Ward No.25,Nandyal-Municipality,DANIEL PURAM GATE NANDYAL,518501,ccvenkatasubbaiahbvj[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700634/12,4700634,26/06/2021 10:01,2367
******00627 Operational,,(10110) BBJ SPG Jr collegeNandyal,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,MOOLASAGARAM(RURAL) Ward No.33,Nandyal-Municipality,26/129 R S Road Nandyal Kurnool Dist,518502,bbjspgvocationaljuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700408/12,4700408,26/06/2021 09:56,2367
******00622 Closed,Closed,(10111) C.S.I. Jr.College Sirvel,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Sirivel,Govindpalle,,,govindhapalli village sirvel mandal kurnool dist,518502,hepsiba999law[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700765/12,4700765,09/05/2022 13:33,2367
******91465 Operational,,(10112) Sri Srinivasa Jr.College Nandyala,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandyal (M) - Ward No.14,Nandyal-Municipality,25/684-3-1,518502,sjcgdr19246[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4699506/12,4699506,15/10/2020 12:18,2367
******00962 Operational,,(10120) YPPM Govt. Jr College Allagadda,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Allagadda Ward no. 6,Allagadda-Town Panchayat,TB ROAD ALLAGADDA KURNOOL DT AP,518543,principal.gjc.allagadda[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700920/12,4700920,25/06/2021 12:37,2367
******00964 Operational,,(10122) K.V. SUBBAREDDY Jr.College Allagadda,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Allagadda Ward no. 6,Allagadda-Town Panchayat,8-11-8 SRINIVASA NAGAR ALLAGADDA NAGARA PANCHAYATH KURNOOL DISTRICT,518543,principal.kvsrjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700921/12,4700921,21/09/2024 15:02,2367
******01806 Closed,Closed,(10125) RAVI JR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Rudravaram,Narasapuram,,,SRI RAVI JUNIOR COLLEGE NARASAPURAM.AHOBILAM ROAD,518543,sriravijrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700849/12,4700849,23/08/2024 12:48,2367
******00965 Operational,,(10126) Pragnya Jr.College Sadha Colony Allagadda,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Allagadda Ward no. 6,Allagadda-Town Panchayat,TB ROAD ALLAGADDA KURNOOL DT AP,518543,pragnajuniorcollege10126[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700922/12,4700922,21/09/2024 14:28,2367
******00911 Operational,,(10135) GOVT.JR.COLLEGE YERRANGUNTLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Sirivel,Yerragundla,,,adjacent to NH 40 YERRAGUNTLA VILLAGE SIRVEL MANDAL,518510,principal.gjc.yerraguntla1[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700785/12,4700785,19/09/2024 09:59,2367
******01438 Operational,,(10146) GOVT.JR.COLLEGE KOILAKUNTLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Koilakuntla,Koilkuntla,,,Opp Govt Hospital,518134,principal.gjc.koilkuntla[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701196/12,4701196,15/10/2020 12:18,2367
******01439 Closed,Closed,(10147) GSR and PSR Jr.College Koilakuntla,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koilakuntla,Koilkuntla,,,KOILAKUNTLA KURNOOL 518134,518134,KVSR.PRIN.GOTUR[at]GMAIL[dot]COM,https://kys.udiseplus.gov.in/#/schooldetail/4701197/12,4701197,22/07/2024 13:29,2367
******01440 Operational,,(10149) Dr.C.V.Raman Jr.College Koilakuntla,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koilakuntla,Koilkuntla,,,10-543/17A near RTC bustand koilkuntla,518134,cvrjc.kkl[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701198/12,4701198,11/05/2022 16:13,2367
******01008 Operational,,(10150) GOVT.JR.COLLEGE SANJAMALA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Sanjamala,Sanjamala,,,APPOSITE GHS SANJAMALA MAIN ROAD PINCODE 518165,518165,principal.gjc.sanjamala[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700248/12,4700248,23/12/2025 14:56,2367
******01445 Operational,,(10151) MASTER MAHILA KALASHALA KOILAKUNTLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Koilakuntla,Koilkuntla,,,10-610 GANDHI NAGAR KOILKUNTLA,518134,hemasundarreddy636[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701202/12,4701202,11/12/2025 13:01,2367
******00968 Operational,,(10161) Basi Reddy Memorial Jr.College Nandikotkur,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandikotkur Ward No. 14,Nandikotkur-Town Panchayat,NANDYAL ROAD NANDIKOTKUR,518401,basireddy_ramesh[at]yahoo[dot]co[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4698403/12,4698403,23/07/2024 14:32,2367
******00973 Operational,,(10162) GOVT.JR.COLLEGE NANDIKOTKUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Nandikotkur Ward No. 10,Nandikotkur-Town Panchayat,Vidya Nagar,518401,principal.gjc.ndk[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698407/12,4698407,25/06/2021 17:59,2367
******00969 Operational,,(10164) Sri Sai Rama Jr.College Nandikotkur,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandikotkur Ward No. 14,Nandikotkur-Town Panchayat,NANDIKOTKUR,518401,srisairamcollege.ndk[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698404/12,4698404,26/06/2021 12:02,2367
******00972 Operational,,(10179) SRI NANDI JR.COLLEGEL NANDIKOTKUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Nandikotkur Ward No. 14,Nandikotkur-Town Panchayat,BEHAIND VASAVI HOSPITAL NANDIKOTKUR,518401,baddulasrikanth2014[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698406/12,4698406,25/06/2021 17:59,2367
******01535 Operational,,(10200) S.V.M.S.R.Jr.College Chagalamarri,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Chagalamarri,Chagalamarri,,,11-101 NARAYANAPALLI ROAD CHAGALAMARRI,518553,svmvsrjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701023/12,4701023,29/06/2022 17:39,2367
******01536 Operational,,(10201) Moulana Azad Jr.College Chagalamarri,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Chagalamarri,Chagalamarri,,,9-27/13 sivalayam street CHAGALAMARRI,518553,majrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701024/12,4701024,24/06/2021 21:24,2367
******00714 Operational,,(10245) GOVT JR COLLEGEPAMULAPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Pamulapadu,Pamulapadu,,,NEAR NEW MRO OFFICE,518442,,https://kys.udiseplus.gov.in/#/schooldetail/4698694/12,4698694,15/10/2020 12:18,2367
******00154 Operational,,(10246) GOVT.JR.COLLEGE ATMAKUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Atmakurknl Ward No. 18,Atmakur (Kurnool)-Municipality,GOVT JR COLLEGE ATMAKUR,518422,principal.gjc.atmakur[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698542/12,4698542,15/10/2020 12:18,2367
******00155 Operational,,(10248) St.Theresais Jr.College Atamkur,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Atmakurknl Ward No. 10,Atmakur (Kurnool)-Municipality,GAREEB NAGAR ATMAKUR MANDAL,518422,theresajuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698543/12,4698543,25/06/2021 16:07,2367
******00156 Operational,,(10249) GR Jr. College Atmakur,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Atmakurknl Ward No. 18,Atmakur (Kurnool)-Municipality,2-49/30/1 2-49/30/2 MARKANDEYA NAGAR ATMAKUR,518422,sriadityajuniorcollege10249[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698544/12,4698544,17/02/2026 11:22,2367
******00157 Closed,Closed,(10250) Sri.Sai Jr.College Atmakur,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Atmakurknl Ward No. 13,Atmakur (Kurnool)-Municipality,STATE BANK BACK SIDE ATMAKUR MANDAL KURNOOL DIST,518422,dvnaikchanti[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698545/12,4698545,22/07/2024 13:55,2367
******00167 Operational,,(10252) SRI DEEPA JUNIOR COLLEGE FOR GIRLS,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,2-Girls,2-Urban,NA,,Atmakurknl Ward No. 13,Atmakur (Kurnool)-Municipality,STATE BANK BACK SIDE ATMAKUR MANDAL KURNOOL DIST,518422,srideepajrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698554/12,4698554,25/06/2021 16:08,2367
******03139 Operational,,(10260) Govt.Jr.CollegeB.Palli,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Banaganapalle,Banaganapalle (Ct),,,principalgovtjrcollegebanaganapalle,518124,principal.gjc.banaganapalle[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701328/12,4701328,11/05/2022 12:02,2367
******03140 Operational,,(10261) Kanakara Gurreddy Jr.College B.Palli,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Banaganapalle,Banaganapalle (Ct),,,BESIDE RTC BUSSTAND BANAGANAPALLI BANAGANAPALLI MANDAL,518124,krcr.degree[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701329/12,4701329,11/05/2022 12:23,2367
******01024 Operational,,(10262) GOVT JR COLLEGEOWK,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Owk,Owk,,,OWK OWK OWK(VILLAGE) OWK(MANDAL) KURNOOL(DIST),518122,gJcowk10262ppl[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701500/12,4701500,11/05/2022 15:30,2367
******03143 Operational,,(10263) VELOCITY JUNIOR COLLEGE NANDYAL,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,Nandyal,,Nandyal Ward No. 35,Nandyal-Municipality,Padmavathi Nagar Nandyal (Dt) Andhra Pradesh,518501,velocityjrcollegendl[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701331/12,4701331,11/12/2025 13:01,2367
******00812 Operational,,(10271) Govt.Jr.CollegeKolimigundla,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Kolimigundla,Kolimigundla,,,govt junior college kolimigundla,518123,kolimigundlaprincipalgjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701423/12,4701423,25/06/2021 13:25,2367
******90813 Operational,,(10282) Govt. Jr.College Srisaialam,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Srisailam,NA,,,sunnipenta srisailam,518102,gjcsslm10282[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698612/12,4698612,15/10/2020 12:18,2367
******90814 Operational,,(10283) APTWR Jr.College (Boys) Srisailam,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,27-APTWREI Society Schools,11 To 12,1-Boys,1-Rural,Srisailam,NA,,,dam east srisailam,518102,rjcb.sslm[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698613/12,4698613,01/09/2025 13:12,2367
******00689 Permanently Closed,,(10292) NARAYANA JR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 17,Dhone(M)-Municipality,NA,518222,,https://kys.udiseplus.gov.in/#/schooldetail/4717524/12,4717524,15/10/2020 12:18,2367
******00682 Operational,,(10295) Navodya Jr.CollegeDhone,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 2,Dhone(M)-Municipality,dhone Nandyal 518222,518222,navodayajuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700551/12,4700551,11/12/2023 15:51,2367
******00683 Operational,,(10296) Siddartha Jr College Near Court Dhone,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 14,Dhone(M)-Municipality,NEAR RLY STATION DHONE,518222,chandurani6011[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700552/12,4700552,15/10/2020 12:18,2367
******00684 Operational,,(10297) GOVT. JR. COLLEGE DHONE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 1,Dhone(M)-Municipality,"GOOTY ROAD, DHONE, NANDYAL DIST",518222,principal.gjc.dhone[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700553/12,4700553,25/09/2024 12:02,2367
******00685 Closed,Closed,(10298) Abhyudaya Jr. College Dhone,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 3,Dhone(M)-Municipality,8-8-1 KOTHAPETA,518222,abhyudayamahilajuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700554/12,4700554,10/05/2022 17:45,2367
******00688 Operational,,(10300) SRI VENKATESWARA JR. COLLEGE DHONE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 20,Dhone(M)-Municipality,KOTHAPETA DHONE,518222,svjc.100[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701692/12,4701692,26/06/2021 10:10,2367
******00699 Operational,,(10301) SAI SREE JUNIOR COLLEGE DHONE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Dhone Ward No. 18,Dhone(M)-Municipality,"Dhone Nandyal dt,Railway Station Road",518222,saisreejuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701700/12,4701700,11/12/2023 12:20,2367
******00720 Operational,,(10309) GOVT.JR.COLLEGE PEAPALLY,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Peapully,Peapally,,,PEAPULLY KURNOOL DT,518221,principal.gjc.peapully[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701556/12,4701556,25/06/2021 13:26,2367
******00722 Permanently Closed,,(10310) SHANTHI Jr.COLLAGEPEAPULLY,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Peapully,Peapally,,,NA,518221,,https://kys.udiseplus.gov.in/#/schooldetail/4701558/12,4701558,15/10/2020 12:18,2367
******90233 Operational,,(10319) GANASARAWATHI JR.COLLEG BETHAMCHERLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Election Ward No.3,BETHAMCHERLA-Town Panchayat,Bethamcherla kurnool 518599,518599,gnanasaraswathicolleges10319[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700192/12,4700192,25/06/2021 17:35,2367
******90231 Operational,,(10320) Panyam Cement Jr.College Bethamcherla,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Election Ward No.2,BETHAMCHERLA-Town Panchayat,2-216OPP SBI BETHAMCHERLA,518599,pcjc010320[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700190/12,4700190,02/01/2026 12:22,2367
******00534 Operational,,(10331) VELGODE JR.COLLEGE VELGODE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Velugodu,Velgode,,,Opp-Telugu Ganga Reservoir-Velgode,518533,principaljcvlg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4697621/12,4697621,17/02/2026 11:23,2367
******00618 Operational,,(10342) T.C.GOVT.JR.COLLEGE PANYAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Panyam,Panyam,,,OPP MDO OFFICE PANYAM,518112,principal.gjc.panyam[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4700232/12,4700232,11/05/2022 10:32,2367
******00415 Operational,,(10431) Govt. Jr.College Midthur,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Midthur,Midthur,,,MIDTHUR VILL MIDTHUR MANDAL KURNOOL DISTRICT 518405,518405,principal.gjc.midthur[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4698768/12,4698768,19/12/2025 19:25,2367
******00910 Operational,,(10443) Govt. Jr.CollegeGospadu,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Gospadu,Gospadu,,,GOVTJUNIOR COLLEGE GOSPADU,518674,principal.gjc.gospadu[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4701134/12,4701134,19/12/2025 11:02,2367
