udise_code,status,school_name,state,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,lgd_block,lgd_village,lgd_ward,urban_local_body,address,pin_code,email,know_more_url,schooldetail_id,last_modified_time,total_results_hint
******90768 Closed,Closed,(26106) A.S.M. JR. COLLEGE FOR GIRLS PONNUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,35-Pvt.Aided,11 To 12,2-Girls,2-Urban,NA,,Ponnur (M) - Ward No.6,Ponnuru-Municipality,ASM GIRLS JUNIOR COLLEGE SAI NAGAR NEAR SAI BABA TEMPLE PONNUR GUNTUR DT 522124,522124,asmgjcponnur1[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4719195/12,4719195,10/05/2022 18:07,2268
******00875 Operational,,(26133) ST. PETERS JR.COLLEGE II TOWN POLICE STATION GANGANAMMA PET TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.37,Tenali-Municipality,TENALI MANDAL 522201,522201,,https://kys.udiseplus.gov.in/#/schooldetail/4681599/12,4681599,22/12/2025 15:18,2268
******91078 Permanently Closed,,(26134) SRI SAI JR. COLLEGE DEVI CHOWK TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.11,Tenali-Municipality,NA,522201,,https://kys.udiseplus.gov.in/#/schooldetail/4715996/12,4715996,15/10/2020 12:18,2268
******91079 Operational,,(26135) J.M.J. COLLEGE FOR WOMEN TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,2-Girls,1-Rural,Tenali,Angalakuduru,,,JMJ COLLEGE FOR WOMEN MORRIS PET TENALI-522202,522202,jmjtenali[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681690/12,4681690,22/12/2025 15:57,2268
******91080 Operational,,(26136) L.V.R. VISWA JUNIOR COLLEGE TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.40,Tenali-Municipality,OPPOSITE RTC BUS STAND OUT GATE GANGANAMMAPET TENALI,522201,lvrviswajrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681691/12,4681691,22/12/2025 15:57,2268
******91081 Closed,Closed,(26138) TALUK JR. COLLEGE TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,35-Pvt.Aided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.7,Tenali-Municipality,taluka junior college near mpdo office 522201,522201,talukjuniorcollegetenali[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681692/12,4681692,02/02/2023 20:55,2268
******91082 Operational,,(26139) DR.B.R.AMBEDKAR MEMORIAL JR COLLEGE TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,35-Pvt.Aided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.15,Tenali-Municipality,KRUPAVARAM COMPOUND BOSE ROAD TENALI,522201,ambedkartenali[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681693/12,4681693,22/12/2025 15:57,2268
******91083 Operational,,(26141) NEHRU NIKETAN JR. COLLEGE TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.15,Tenali-Municipality,DNO 19-2-5 19-15-33 MS PALEM TENALI,522201,nehruniketan.jrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681694/12,4681694,22/12/2025 15:57,2268
******91084 Operational,,(26144) SRI CHAITANYA JUNIOR COLLEGE JAYA PRAKASH NAGAR NR II TOWN P. S. TENA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.40,Tenali-Municipality,DOOR NO 5-23-54 JAYAPRAKASHNAGAR TENALI,522201,srichaitanya.tenali8[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681695/12,4681695,22/12/2025 15:56,2268
******91085 Operational,,(26153) V.S.R N.V.R. COLLEGE TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.1,Tenali-Municipality,ithanagar tenali andhra pradesh,522201,principal.vsrnvr[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681696/12,4681696,22/12/2025 15:56,2268
******91086 Closed,Closed,(26154) NAVODAYA JR. COLLEGE TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.40,Tenali-Municipality,Tenali mandal tenali,522201,navodayacollege5[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681702/12,4681702,21/10/2024 12:10,2268
******91087 Operational,,(26155) VIVEKA JR. COLLEGE NAZARPET TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.8,Tenali-Municipality,TENALI MANDAL TENALI POST GUNTUR DISTRICT,522201,tenali.vjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681703/12,4681703,16/02/2026 15:05,2268
******91089 Operational,,(26157) SRI VIVEKANANDA JR. COLLEGE FOR GIRLS TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,2-Girls,2-Urban,NA,,Tenali (M) - Ward No.22,Tenali-Municipality,TENALI MANDAL TENALI GUNTUR DISTRICT,522201,tenali.svjcg[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680959/12,4680959,22/12/2025 15:55,2268
******91091 Operational,,(26159) SRI VIVEKANANDA JR. COLLEGE GANGAMMAPET TENALI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.35,Tenali-Municipality,TENALI MANDAL TENALI POST GUNTUR DISTRICT,522201,tenali.svjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680960/12,4680960,22/12/2025 15:55,2268
******00631 Operational,,(26284) BHAGAWAN SRI SATYASAI BABA JR. COLLEGE TADIKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,35-Pvt.Aided,11 To 12,3-Co-educational,1-Rural,Tadikonda,Tadikonda,,,BHAGAWAN SRI SATYASAI BABA JUNIOR COLLEGE TADIKONDA POST TADIKONDA MANDAL 522236 GUNTUR DISTRICT,522236,bssbjc989[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679694/12,4679694,22/12/2025 10:58,2268
******00209 Operational,,(26337) HARIKA JUNIOR COLLEGE REVENDRAPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Duggirala,Tummapudi,,,REVENDRAPADU VILLAGE DUGGIRALA MANDAL GUNTUR DIST,522302,annenaveenkumar[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681283/12,4681283,25/06/2021 15:21,2268
******00110 Operational,,(26338) K.N. JR. COLLEGE DUGGIRALA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Duggirala,Duggirala,,,NEAR SUBREGISTER OFFICE DUGGIRALA MANDAL GUNTUR DIST,522330,knjrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681273/12,4681273,04/03/2024 17:13,2268
******00809 Operational,,(26363) PEDANANDIPADU COLLEGE OF ARTS SCIENCES PEDANANDIPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Pedanandipadu,Pedanandipadu,,,"Near MPDO Office, PEDANANDIPADU",522235,pas.college[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682815/12,4682815,22/12/2025 19:00,2268
******00810 Permanently Closed,,(26364) PRATHIBHA JR.COLLEGE PEDANANDIPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Pedanandipadu,Pedanandipadu,,,NA,522235,,https://kys.udiseplus.gov.in/#/schooldetail/4716104/12,4716104,15/10/2020 12:18,2268
******00421 Closed,Closed,(26365) SMS & NL JR. COLLEGE PRATHIPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Prathipadu,Prathipadu,,,"NEAR MPDO OFFICE,PARCHUR ROAD,PRATHIPADU",522019,smsandnl1982[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4716025/12,4716025,22/08/2025 16:36,2268
******00314 Operational,,(26439) GOVT. JR.COLLEGE SIRIPURAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Medikonduru,Siripuram,,,NEAR SIVALAYAM TEMPLE GARNEPUDI ROAD SIRIPPURAM POST MEDIKONDURU MANDAL 522401,522001,prlgjcsrpm2282120[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680600/12,4680600,23/12/2025 10:28,2268
******91038 Closed,Closed,AAES CHINARAVURU,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.13,Tenali-Municipality,13th WARD CHINARAVUR TENALI (M)(VILL) TENALI(MANDAL) GUNTUR(DIST),522201,,https://kys.udiseplus.gov.in/#/schooldetail/4681666/12,4681666,10/05/2022 19:55,2268
******00395 Permanently Closed,,AAKSHA KIDS ENGLISH MEDIUM SCHOOL,,,,Andhra Pradesh,2-Primary with Upper Primary,61-Unrecognised Schools,1 To 7,3-Co-educational,2-Urban,NA,,Guntur (M Corp.) - Ward No.5,Guntur-Municipal Corporations,NA,522002,,https://kys.udiseplus.gov.in/#/schooldetail/4715864/12,4715864,15/10/2020 12:18,2268
******90722 Closed,Closed,ABCM AIDED UPS 1 W,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,2-Urban,NA,,Ponnur (M) - Ward No.1,Ponnuru-Municipality,ABCM AIDED ELE SCHOOL BHAVANAGAR COLONY NEAR FIRE STATION PONNUR PONNUR MANDAL GUNTUR DT-522124,522124,abcmup[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682969/12,4682969,10/05/2022 18:09,2268
******01011 Operational,,"ABHIGNA ENGLISH MEDIUM SCHOOL , REVENDRAPADU",,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,1-Rural,Duggirala,Tummapudi,,,"ABHIGNA ENGLISH MEDIUM SCHOOL, REVENDRAPADU VILLAGE, DUGGIRALA MANDAL, GUNTUR DISTRICT, AP, INDIA",522302,vijaykumarmannava865[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4721430/12,4721430,21/07/2025 17:14,2268
******00681 Operational,,ABHYUDAYA MAHILA JR.COLLEGE GUNTUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Guntur (M Corp.) - Ward No.32,Guntur-Municipal Corporations,3rd lane lakshmipuram guntur,522006,bsrkprasad_--[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680015/12,4680015,05/01/2026 15:11,2268
******00405 Closed,Closed,ACHARYA JUNIOR COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Tadepalli Ward No.18,Tadepalli-Municipality,KUNCHANAPALLITADEPALLIMANDALGUNTUR DIST522501,522501,acharyajuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4720063/12,4720063,18/09/2025 12:09,2268
******00563 Operational,,ACME SCHOOL,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,39-Pvt.Unaided (CBSE Syllabus),1 To 10,3-Co-educational,2-Urban,NA,,Guntur Ward No. 58,Guntur-Municipal Corporations,"pothur, guntur mandal ap",522005,,https://kys.udiseplus.gov.in/#/schooldetail/4720976/12,4720976,20/12/2025 12:17,2268
******00858 Operational,,ADARSA HS TENALI,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.26,Tenali-Municipality,CHENCHU PETA TENALI TOWN TENALI(U)(VILL) TENALI(MANDAL) GUNTUR(DIST),522201,adarsh.tenali[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681586/12,4681586,22/12/2025 15:15,2268
******02089 Operational,,ADARSH ENGLISH MEDIUM SCHOOL,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,1-Rural,Chebrole,Chebrolu,,,9-271 GUNTUR ROAD VADLAMUDI,522213,adarshemhs[at]gmail[dot]com,,,10/12/2025 15:57,2268
******00880 Operational,,"ADARSH ENGLISH MEDIUM SCHOOL, KHAZIPET, TENALI",,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Tenali,Kolakaluru,,,khajipeta kolakaluru tenali mandal rural,522307,,https://kys.udiseplus.gov.in/#/schooldetail/4721314/12,4721314,22/12/2025 15:07,2268
******91506 Operational,,ADITYA PUBLIC SCHOOL BALAJI NAGAR GUNTUR,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Guntur (M Corp.) - Ward No.5,Guntur-Municipal Corporations,7TH LINE BALAJINAGAR OLD GUNTUR,522001,nikhilmalempty[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680378/12,4680378,20/12/2025 12:42,2268
******01982 Operational,,ADITYA UPPER PRIMARY SCHOOL BALAJI NAGAR,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,GUNTUR EAST,,Guntur (M Corp.) - Ward No.5,Guntur-Municipal Corporations,"BALAJI NAGAR ,OLD GUNTUR-522002,GUNTUR",522001,,,,20/12/2025 12:18,2268
******00945 Operational,,AFIA E MADARSA,,,,Andhra Pradesh,1-Primary,98-Madarsa Unrecognized,1 To 5,3-Co-educational,2-Urban,NA,,Guntur (M Corp.) - Ward No.5,Guntur-Municipal Corporations,SUDDAPALLI DONKA / PRAGATHI NAGAR 6TH DIVISION / OLD GUNTUR,522001,gunturmeo[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4719133/12,4719133,20/12/2025 12:10,2268
******91076 Operational,,AGKSM PS CHINARAVURU,,,,Andhra Pradesh,1-Primary,34-MUNCIPAL,1 To 5,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.12,Tenali-Municipality,NEAR CHINARAVUR RAILWAY STATION,522201,pnandakumar7096[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681688/12,4681688,22/12/2025 15:58,2268
******90717 Closed,Closed,A H AIDED ELE S DUFFPET,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,2-Urban,NA,,Ponnur (M) - Ward No.6,Ponnuru-Municipality,AH AIDED ELEMENTARY SCHOOL DUFFPET PONNUR PONNUR MANDAL GUNTUR DT-522124,522124,nagavenisajja[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682966/12,4682966,10/05/2022 18:26,2268
******90715 Operational,,AIDED HINDU ELE S)MVK),,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,2-Urban,NA,,Ponnur (M) - Ward No.29,Ponnuru-Municipality,BRAHMIN STREET PONNURU MUNCIPALITY PONNURU(MANDAL) GUNTUR(DIST),522124,Mvk.a.h.el.school23[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682964/12,4682964,08/10/2024 14:36,2268
******00706 Operational,,AIDED HS GOTTIPADU,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,1-Rural,Prathipadu,Gottipadu,,,GOTTIPADU GOTTIPADU GOTTIPADU(VILL) PRATHIPADU(MANDAL) GUNTUR(DIST),522019,nag50.gutta[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681911/12,4681911,22/12/2025 20:03,2268
******00610 Closed,Closed,AIDED VV PS TADIKONDA,,,,Andhra Pradesh,1-Primary,35-Pvt.Aided,1 To 5,3-Co-educational,1-Rural,Tadikonda,Tadikonda,,,TADIKONDA TADI KONDA TADIKONDA(VILL) TADIKONDA(MANDAL) GUNTUR(DIST),522236,tksprasad[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679678/12,4679678,09/05/2022 16:54,2268
******00535 Operational,,AIMEE INTERNATIONAL SCHOOL,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Tadepalli Ward No.13,Tadepalli-Municipality,"GUNDEMEDA ROAD,PRATHURU",522501,info[at]schoolaimee[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4720931/12,4720931,08/10/2024 11:03,2268
******90565 Closed,Closed,AKSHARA BHARATHI VIDYALAYAM,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,2-Urban,NA,,Mangalagiri (M) - Ward No.18,Mangalagiri-Municipality,DNO 10-80BOSU BOMMA CENTEROLD MANGALGIRI,522503,aksharabharathi.mgl[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679654/12,4679654,10/10/2025 12:34,2268
******00826 Operational,,AKSHARA GV KRP RD,,,,Andhra Pradesh,6-Pr. Up Pr. and Secondary Only,38-Pvt.Unaided,1 To 10,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.14,Tenali-Municipality,KAVIRAJA PARK ROAD TENALI TOWN TENALI(U)(VILL) TENALI(MANDAL) GUNTUR(DIST),522201,aksharageethavidhyanikethan[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681577/12,4681577,22/12/2025 14:58,2268
******00117 Operational,,AKSHARA JYOTHI V.N EM.PS,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Tenali,Kolakaluru,,,KOLAKALUR KOLAKALUR KOLAKALUR(VILL) TENALI(MANDAL) GUNTUR(DIST),522307,venkateswarlubharthepudi[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681518/12,4681518,22/12/2025 14:39,2268
******00504 Operational,,AKSHARASADHANA SCHOOL,,,,Andhra Pradesh,2-Primary with Upper Primary,38-Pvt.Unaided,1 To 7,3-Co-educational,1-Rural,Pedakakani,Agatha Varappadu,,,GADDIPADU AGATHAVARAPPADU AGATHAVARAPPADU(VILL) PEDAKAKANI(MANDAL) GUNTUR(DIST),522001,ankamdasu[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4681248/12,4681248,22/12/2025 14:12,2268
******91106 Permanently Closed,,AKSHARA SMART SCHOOL TENALI,,,,Andhra Pradesh,1-Primary,38-Pvt.Unaided,1 To 5,3-Co-educational,2-Urban,NA,,Tenali (M) - Ward No.39,Tenali-Municipality,NA,522201,,https://kys.udiseplus.gov.in/#/schooldetail/4716000/12,4716000,15/10/2020 12:18,2268
