udise_code,status,school_name,state,edu_district,edu_block,academic_year,school_category,school_management,class_range,school_type,school_location,lgd_block,lgd_village,lgd_ward,urban_local_body,address,pin_code,email,know_more_url,schooldetail_id,last_modified_time,total_results_hint
******01851 Operational,,(06112) ST.ANNS JR.COLLEGE FOR GIRLS PRAKASH NAGAR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,2-Girls,2-Urban,NA,,Narasaraopet (M) - Ward No.14,Narasaraopeta-Municipality,PRAKASH NAGAR NARASARAOPET GUNTUR DIST AP,522601,juniorcollege.stannsnrt[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682178/12,4682178,26/12/2025 08:31,2501
******00806 Operational,,(06127) R.V.V.N. COLLEGE DHARANIKOTA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Amaravathi,Dharanikota,,,"KROSURU ROAD,DHARANIKOTA",522020,rvvncollege1968[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679349/12,4679349,26/12/2025 12:09,2501
******00206 Operational,,(06128) APSWR JR.COLLEGE AMARAVATHI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,24-APSWREI Society Schools,11 To 12,2-Girls,1-Rural,Amaravathi,Amaravathi,,,VIJAYASAGAR COLONY NEAR RTC BUSSTAND AMARAVATHI GUNTUR,522020,prl.gtr.amaravathi1[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679323/12,4679323,19/07/2022 12:32,2501
******01033 Permanently Closed,,(06138) AMARAVATHI JR.COLLEGEOPP. RTC BUS STANDAMARAVATHI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Amaravathi,Amaravathi,,,NA,522020,,https://kys.udiseplus.gov.in/#/schooldetail/4715764/12,4715764,15/10/2020 12:18,2501
******90284 Operational,,(26013) MODERN JR. COLLEGE OF ARTS SCIENCE GANDHINAGAR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.19,Chilakaluripeta-Municipality,GANDHIPET CHILAKALURIPET,522616,modernjc1997[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682767/12,4682767,19/07/2022 11:32,2501
******90293 Operational,,(26014) VIVEKAKANDA INTENSIVE JR COLLEGE CH.PET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.19,Chilakaluripeta-Municipality,GANDHIPET CHILAKALURIPET,522616,vijckvkr1508[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682772/12,4682772,19/07/2022 11:35,2501
******90285 Operational,,(26015) S.K.V.R. JR. COLLEGE (GIRLS) CHILAKALURIPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.7,Chilakaluripeta-Municipality,5TH WARD CHILAKALURIPET(MPL) GUNTUR(DIST),522616,skvrjuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682768/12,4682768,04/03/2024 17:18,2501
******90286 Permanently Closed,,(26016) VIJETHA JR. COLLEGE CHILAKALURIPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.12,Chilakaluripeta-Municipality,NA,522616,,https://kys.udiseplus.gov.in/#/schooldetail/4716099/12,4716099,15/10/2020 12:18,2501
******90287 Operational,,(26017) G.R.JR.COLLEGE PEDANANDIPADU ROAD,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.12,Chilakaluripeta-Municipality,pedanandi padu road chilakaluripet,522616,grjuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4719190/12,4719190,19/07/2022 11:34,2501
******90288 Operational,,(26018) CHAITANYA JR.COLLEGE PANDARIPURAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.28,Chilakaluripeta-Municipality,PANDARIPURAM CHILAKALURIPET(MPL) GUNTUR(DIST),522616,chaitanya.cjc[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682769/12,4682769,19/07/2022 11:34,2501
******90289 Operational,,(26029) CHUNDI RANGANAYAKULU COLLEGE CHILAKALURIPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.2,Chilakaluripeta-Municipality,GANAPAVARM CHILAKALURIPET GUNTUR(DIST),522616,crcollege1968[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682770/12,4682770,18/12/2025 15:54,2501
******90291 Operational,,(26032) A.M.G.JRCOLLEGE CHILAKALURIPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.2,Chilakaluripeta-Municipality,NEAR BUSSTAND CHILAKALURIPET (MPL) GUNTUR(DIST),522616,amgjrccpt[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682771/12,4682771,19/07/2022 11:40,2501
******90292 Permanently Closed,,(26033) ST.CHARLES JR. COLLEGE(G) CHILAKALURIPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.12,Chilakaluripeta-Municipality,NA,522616,,https://kys.udiseplus.gov.in/#/schooldetail/4716100/12,4716100,15/10/2020 12:18,2501
******90294 Permanently Closed,,(26035) SAI VIKAS JR.COLLEGE ADDA ROAD CHILAKALURIPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Chilakaluripet (M) - Ward No.25,Chilakaluripeta-Municipality,CHILAKALURI PETA (M) CHILAKALURIPETA,522616,saivikascpt[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4719191/12,4719191,24/07/2023 09:55,2501
******01322 Operational,,(26091) ABHINANADANA COLLEGE OF ARTS SCIENCES PEDAKURAPADU,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Pedakurapadu,Pedakurapadu,,,PEDAKURAPADU POST MANDAL GUNTUR DISTRICT,522402,abhinandana.education[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679769/12,4679769,25/06/2021 19:11,2501
******00819 Operational,,(26225) GOVERNMENT JUNIOR COLLEGE DURGI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Durgi,Durgi,,,Govt Jr College Macherla RoadDurgi Mandal Durgi Village,522612,gjcdurgi2015[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680229/12,4680229,19/07/2022 11:33,2501
******00219 Operational,,(26227) S.K.B.R. GOVT. JR. COLLEGE MACHERLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Macherla (M) - Ward No. 20,Macherla-Municipality,SRI SAILAM ROAD MACHERLA MANDAL,522426,skbrgjc2010[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678829/12,4678829,29/07/2022 07:56,2501
******00221 Operational,,(26228) PALANADU JR. COLLEGE MACHERLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Macherla (M) - Ward No.12,Macherla-Municipality,COTTON JINNING MILL AREA 13TH WARD MACHERLA MANDAL,522426,mrcmacherla[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678830/12,4678830,29/07/2022 07:57,2501
******00222 Operational,,(26229) KRISHNA VENI JR.COLLEGE MACHERLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Macherla (M) - Ward No.13,Macherla-Municipality,OPP RTC BUSSTAND VENGAMAMBA COMPLEX,522426,kjcmcl9999[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678831/12,4678831,25/06/2021 13:15,2501
******00223 Operational,,(26230) JAYABHARATH JUNIOR COLLEGE MACHERLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Macherla (M) - Ward No.13,Macherla-Municipality,MAIN ROAD MACHERLA,522426,sriharshajuniorcollege2017[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678832/12,4678832,02/01/2025 12:51,2501
******90992 Operational,,(26240) KRISHNAVENI JUNIOR COLLEGE SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.13,Sattenapalle-Municipality,SATTENAPALLI,522403,meosap2022[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679902/12,4679902,13/09/2024 14:39,2501
******90993 Operational,,(26241) PRAGATHI JUNIOR COLLEGE SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.11,Sattenapalle-Municipality,"RAGHURAM NAGAR, SATTENAPALLI",522403,meosap2022[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679903/12,4679903,28/09/2024 11:53,2501
******90994 Operational,,(26244) GOVT. JR.COLLEGE SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.3,Sattenapalle-Municipality,SATTENAPALLI,522403,gjcsap2016[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679904/12,4679904,25/06/2021 15:28,2501
******90995 Operational,,(26245) CH.S.R. LM JR. COLLEGE SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.10,Sattenapalle-Municipality,"SATTENAPALLI,guntur road ,palnadu district",522403,chrameshveda[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679905/12,4679905,27/12/2023 10:34,2501
******90996 Operational,,(26246) VIDYA KENDRAM JR. COLLEGE SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.9,Sattenapalle-Municipality,SATTENAPALLI GUNTUR DIST AP 522403,522403,meosap2022[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679906/12,4679906,25/06/2021 15:29,2501
******90998 Operational,,(26258) SHANTINIKETAN JUNIOR COLLEG2 SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.8,Sattenapalle-Municipality,MAIN ROAD SATTENAPALLI PALNADU DISTRICT,522403,meosap2022[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679908/12,4679908,18/12/2025 16:42,2501
******90999 Operational,,(26259) A.P.S.W.R. JR. COLLEGE GIRLS RAMAKRISHNAPURAM SATTENAPALLI (M),,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,24-APSWREI Society Schools,11 To 12,2-Girls,1-Rural,Sattenapalle,Nandigama,,,RAMAKRISHNA PURAM SATTENAPALLI MANDAL,522403,meosap2022[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679909/12,4679909,15/10/2020 12:18,2501
******91001 Operational,,(26260) SRI VASAVI K.P JR.COLLEGE,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.12,Sattenapalle-Municipality,RAGHURAM NAGAR,522403,meosap2022[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679910/12,4679910,30/11/2024 15:56,2501
******91002 Operational,,(26261) VEDA VOCATIONAL JR.COLLEGEGUNTUR ROAD SATTENAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Sattenapalle (M) - Ward No.10,Sattenapalle-Municipality,SATTENAPALLI,522403,vedaedusap[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679911/12,4679911,15/10/2020 12:18,2501
******01405 Closed,Closed,(26272) MAHATMA GANDHI JR .COLLEGE VELPUR,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Atchempet,Velpuru,,,Main road velpuru atchampet mdl,522410,mgjr26272[at]yahoo[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679233/12,4679233,25/09/2025 10:28,2501
******01912 Operational,,(26273) GOVT. JUNIOR COLLGE ATCHAMPET,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Atchempet,Chamarru,,,MAIN ROAD ZPHSCHOOL CAMPUS,522409,gjcatchempeta[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678576/12,4678576,19/07/2022 12:17,2501
******00823 Operational,,(26295) GOVT. JR.COLLEGE DACHEPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Election Ward No.11,DACHEPALLI-Town Panchayat,STATION ROAD NARAYANAPURAM DACHEPALLI,522414,gjcdachepalli[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679079/12,4679079,01/08/2022 19:44,2501
******00104 Operational,,(26296) SRI VIKAS JUNIOR COLLEGE NARAYANAPURAMDACHEPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Election Ward No.10,DACHEPALLI-Town Panchayat,NARAYANAPURAM DACHEPALLI,522414,collegesrivikas2001[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679042/12,4679042,18/12/2025 15:55,2501
******00204 Operational,,(26307) SAGARAMATHA JR.COLLEGE RENTACHINTALA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Rentachintala,Rentachintala,,,1-149/5 MAIN ROAD RENTACHINTALA,522421,sagarmathajuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678932/12,4678932,18/12/2023 10:34,2501
******00104 Operational,,(26308) GOVT. JR. COLLEGE GURAZALA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Election Ward No.2,GURAJALA-Town Panchayat,ATAPATESWARA GUDI GURAZALA,522415,gjcgurazala1975[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678994/12,4678994,15/10/2020 12:18,2501
******00105 Operational,,(26309) J.R.R.NAVODAYA JR. COLLEGE GURAZALA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,Gurazala,,Election Ward No.3,GURAJALA-Town Panchayat,KARAMPUDI ROAD GURAZALA,522415,jrrnavodaya1995[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678995/12,4678995,25/06/2021 15:44,2501
******00106 Operational,,(26310) JAYABHARATH JUNIOR COLLEGE GURAJALA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,Gurazala,,Election Ward No.14,GURAJALA-Town Panchayat,KARAMPUDI ROAD GURAZALA,522415,jayabharathijrcollege2001[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4678996/12,4678996,25/06/2021 15:53,2501
******00812 Operational,,(26321) SRI VIJETHA JR.COLLEGE MACHAVARAM,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Machavaram,Machavaram,,,MAIN ROAD MACHAVARAM,522435,srivijethajuniorcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679140/12,4679140,18/12/2025 15:44,2501
******00390 Operational,,(26322) GOVT. JR. COLLEGE PIDUGURALLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Piduguralla M Ward No 5,Piduguralla-Municipality,opposite rasoolpet main road piduguralla,522413,gjcpdrl2015[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680083/12,4680083,18/12/2025 17:23,2501
******00391 Closed,Closed,(26323) M.K.H.R.JR. COLLEGE PIDUGURALLA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Piduguralla M Ward No 14,Piduguralla-Municipality,piduguralla,522413,pvr615[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680084/12,4680084,07/10/2025 16:25,2501
******00393 Permanently Closed,,(26327) SARADA JUNIOR COLLEGE PIDUGURALLA GUNTUR 522413,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Piduguralla M Ward No 14,Piduguralla-Municipality,NA,522413,,https://kys.udiseplus.gov.in/#/schooldetail/4715806/12,4715806,15/10/2020 12:18,2501
******91115 Permanently Closed,,(26386) SRI CHAITHANYA Jr COLLEGEVINUKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Vinukonda M Ward No 8,Vinukonda-Municipality,NA,522647,,https://kys.udiseplus.gov.in/#/schooldetail/4716088/12,4716088,15/10/2020 12:18,2501
******91114 Closed,Closed,(26387) GEETANJALI Jr COLLEGE VINUKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Vinukonda M Ward No 8,Vinukonda-Municipality,VINUKONDA GUNTUR DIST,522647,geethanjali_ylk[at]yahoo[dot]co[dot]in,https://kys.udiseplus.gov.in/#/schooldetail/4682558/12,4682558,25/06/2021 16:01,2501
******00418 Operational,,(26388) SRI VENKATESWARA Jr. COLLEGE GUNDLAPALLI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Nekarikallu,Gundlapalle,,,SRI VENKATESWARA JR COLLEGE NEKARIKALLU GUNTUR,522615,svjc26388[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4680433/12,4680433,24/09/2024 13:16,2501
******91108 Operational,,(26389) GOVT. JR. COLLEGE VINUKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,2-Urban,NA,,Vinukonda M Ward No 7,Vinukonda-Municipality,Palanadu road Vinukonda,522647,gjcvnk2017[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682553/12,4682553,22/07/2022 12:02,2501
******91109 Operational,,(26390) KRISHNAVENI JR. COLLEGE VINUKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Vinukonda M Ward No 4,Vinukonda-Municipality,VINUKONDA VINUKONDA GUNTUR -522647,522647,KRISHNAVENI26390[at]GMAIL[dot]COM,https://kys.udiseplus.gov.in/#/schooldetail/4682554/12,4682554,22/07/2022 11:43,2501
******91110 Operational,,(26391) SRI VANI JR. COLLEGE VINUKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Vinukonda M Ward No 7,Vinukonda-Municipality,SURESH MAHAL ROAD VINUKONDA,522647,srivani.vnk[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682555/12,4682555,18/12/2023 08:53,2501
******91116 Operational,,(26394) GITHAMS Jr COLLEGEVINUKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,2-Urban,NA,,Vinukonda M Ward No 1,Vinukonda-Municipality,SIDARDHA NAGAR VINUKONDA GUNTUR ANDHRAPRADESH 522647,522647,gitamsjrcollegevnk[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4682559/12,4682559,25/06/2021 16:01,2501
******01025 Operational,,(26402) A.P.S.W.R. JR. COLLEGE KARAMPUDI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,24-APSWREI Society Schools,11 To 12,1-Boys,1-Rural,Karempudi,Karempudi,,,Macherla Road NSP Colony Karempudi,522614,prl.gtr.karempudi2[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679440/12,4679440,25/06/2021 15:49,2501
******01026 Operational,,(26403) IGNATIUS JR. COLLEGE KARAMPUDI,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,38-Pvt.Unaided,11 To 12,3-Co-educational,1-Rural,Karempudi,Karempudi,,,MACHERLA ROAD KAREMPUDI,522614,bbjkjrcollege[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679441/12,4679441,25/06/2021 15:49,2501
******01315 Operational,,(26414) GOVERNMENT JUNIOR COLLEGE BELLAMKONDA,,,,Andhra Pradesh,11-Higher Secondary only/Jr. College,10-State Govt.,11 To 12,3-Co-educational,1-Rural,Bellamkonda,Bellamkonda,,,MAIN ROAD BELLAMKONDA POST VILLAGE MANDAL GUNTUR DISTRICT,522411,principalgjcbmkd[at]gmail[dot]com,https://kys.udiseplus.gov.in/#/schooldetail/4679171/12,4679171,25/06/2021 16:14,2501
